timestamp,block,safe_gas,propose_gas,fast_gas,avg_gas_used_ratio
2025-10-21 17:34:32,23627449,0.792207035,0.794207035,0.881207035,0.47552565694217674
2025-10-21 17:56:00,23627556,0.442172129,0.444104711,0.521104711,0.4505368013555212
2025-10-21 17:56:04,23627557,0.427019959,0.428859959,0.471745954,0.43315380343546944
2025-10-21 17:56:27,23627558,0.427489097,0.429329097,0.472262006,0.42522847899102506
